word;is_positive;is_negative;sentiment;is_neutral;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
тамызу;0;0;0;1;0;0;0;0;0;0;0;0
тамыр;0;0;0;1;0;0;0;0;0;0;0;0
тамырлы;1;0;1;0;0;0;0;0;0;0;0;1
тамырымен жою;0;1;-1;0;1;0;0;0;0;0;0;0
танау;0;0;0;1;0;0;0;0;0;0;0;0
тану;0;0;0;1;0;0;0;0;0;0;0;0
танылатын;1;0;1;0;0;1;0;0;0;0;0;0
танылды;0;0;0;1;0;0;0;0;0;0;0;0
таным;0;0;0;1;0;0;0;0;0;0;0;0
танымал;0;0;0;1;0;0;0;0;0;0;0;0
танымал болды;1;0;1;0;0;0;0;0;0;0;0;0
танымал емес;0;1;-1;0;0;0;1;0;0;1;0;0
танымалдылық;1;0;1;0;0;0;0;0;0;0;0;0
таныс;1;0;1;0;0;0;0;0;0;0;0;1
танысты;0;0;0;1;0;0;0;0;0;0;0;0
танысу;1;0;1;0;0;1;0;0;1;0;0;1
таң;1;0;1;0;0;1;0;0;1;0;1;1
таң қалды;0;1;-1;0;0;0;0;0;0;0;1;0
таң қалдырады;0;0;0;0;0;0;0;0;0;0;1;0
таң қалдырарлықтай;0;0;0;0;0;0;0;0;0;0;1;0
таң қалдыратын;0;0;0;1;0;0;0;0;0;0;0;0
таң қалдырды;0;0;0;1;0;0;0;0;0;0;0;0
таң қалдыру;1;0;1;0;0;0;0;1;1;0;1;0
таң қалу;1;1;0;0;0;0;0;1;1;0;1;0
таңба;0;0;0;1;0;0;0;0;0;0;0;0
таңғы ас;1;0;1;0;0;0;0;0;0;0;0;0
таңғыш;0;0;0;1;0;0;0;0;0;0;0;0
таңдай;0;0;0;1;0;0;0;0;0;0;0;0
таңдайсыз;0;1;-1;0;0;0;0;0;0;0;0;0
таңдалған;1;0;1;0;0;0;0;0;0;0;0;0
таңдалды;0;0;0;1;0;0;0;0;0;0;0;0
таңдану;1;0;1;0;0;0;0;0;1;0;0;1
таңданыс;0;1;-1;0;1;0;0;1;0;0;0;0
таңдаңыз;0;0;0;1;0;0;0;0;0;0;0;0
таңдау;1;0;1;0;0;0;0;0;0;0;0;1
таңдау бойынша;0;0;0;1;0;0;0;0;0;0;0;0
таңдаушы;0;0;0;1;0;0;0;0;0;0;0;0
таңқаларлық;1;1;0;0;0;1;1;1;1;0;1;0
таңқаларлықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
таңу;0;1;-1;0;0;0;0;0;0;0;0;0
тап-тақыр;0;1;-1;0;0;0;0;0;0;0;0;0
тапанша;0;1;-1;0;0;0;0;0;0;0;0;0
тапқыр;1;0;1;0;0;0;0;0;1;0;0;0
тапсырма;1;0;1;0;0;1;0;0;0;0;0;1
тапсыру;0;1;-1;0;0;0;0;1;0;1;0;0
тапсырыс;0;0;0;1;0;0;0;0;0;0;0;0
таптырмас;0;0;0;1;0;0;0;0;0;0;0;0
тапшы;0;1;-1;0;0;0;0;1;0;1;0;0
тапшылығы;0;1;-1;0;0;0;0;0;0;0;0;0
тапшылық;0;1;-1;0;1;0;0;1;0;1;0;0
тар;0;0;0;1;0;0;0;0;0;0;0;0
тарады;0;0;0;1;0;0;0;0;0;0;0;0
таразы;0;0;0;1;0;0;0;0;0;0;0;0
таразылау;0;0;0;1;0;0;0;0;0;0;0;0
тарақ;0;0;0;1;0;0;0;0;0;0;0;0
таралғысыз;0;1;-1;0;0;0;0;0;0;0;0;0
таралу;0;1;-1;0;0;0;0;0;0;0;0;0
тарату;1;0;1;0;0;0;0;0;0;0;0;0
таратылды;0;0;0;1;0;0;0;0;0;0;0;0
тарау;0;0;0;1;0;0;0;0;0;0;0;0
тараулар;0;0;0;1;0;0;0;0;0;0;0;0
тариф;0;1;-1;0;1;0;1;0;0;0;0;0
тарих;0;0;0;1;0;0;0;0;0;0;0;0
тарихи;0;0;0;1;0;0;0;0;0;0;0;0
тарихқа дейінгі;0;0;0;1;0;0;0;0;0;0;0;0
тарихнама;0;0;0;1;0;0;0;0;0;0;0;0
тарихшы;0;0;0;1;0;0;0;0;0;0;0;0
тармақ;0;0;0;1;0;0;0;0;0;0;0;0
тармақталу;0;0;0;1;0;0;0;0;0;0;0;0
тармақтар;0;0;0;1;0;0;0;0;0;0;0;0
тармақтау;0;0;0;1;0;0;0;0;0;0;0;0
тарсылдау;0;1;-1;0;0;0;0;0;0;0;0;0
тарт;1;0;1;0;0;0;0;0;0;0;0;0
тартан;0;0;0;1;0;0;0;0;0;0;0;0
тартпа;0;0;0;1;0;0;0;0;0;0;0;0
тарту;0;0;0;1;0;0;0;0;0;0;0;0
тартылыс;0;0;0;0;0;1;0;0;0;0;0;0
тартым;0;0;0;1;0;0;0;0;0;0;0;0
тартымды;1;0;1;0;0;0;0;0;1;0;0;1
тартымдылық;1;0;1;0;0;1;0;0;1;0;1;0
тартымсыз;0;1;-1;0;0;0;1;0;0;1;0;0
тартыну;0;1;-1;0;0;0;0;1;0;0;0;0
тартыңыз;0;0;0;0;1;0;0;0;0;0;0;0
тартып алу;0;1;-1;0;0;0;0;0;0;0;0;0
тартыс;0;0;0;0;1;0;0;0;0;0;0;0
тарығушылық;0;1;-1;0;1;0;1;1;0;1;0;0
тарылту;0;0;0;1;0;0;0;0;0;0;0;0
тарылу;0;0;0;1;0;0;0;0;0;0;0;0
тас;0;1;-1;0;1;0;0;0;0;0;0;0
тас жол;0;0;0;1;0;0;0;0;0;0;0;0
тас қалаушы;0;0;0;1;0;0;0;0;0;0;0;0
тасбақа;0;0;0;1;0;0;0;0;0;0;0;0
тасбауыр;0;1;-1;0;1;0;1;1;0;1;0;0
тасбауырлық;0;1;-1;0;0;0;0;0;0;1;0;0
тасжүрек;0;1;-1;0;0;0;0;0;0;0;0;0
таспа;1;0;1;0;1;1;0;0;1;0;0;0
тастайды;0;1;-1;0;0;0;0;0;0;0;0;0
тасталған;0;1;-1;0;0;0;0;0;0;0;0;0
тасталды;0;0;0;1;0;0;0;0;0;0;0;0
тастан жасалған бұйымдар;0;0;0;1;0;0;0;0;0;0;0;0
тастап кеткен;0;1;-1;0;1;0;0;1;0;1;0;0
тастар;0;0;0;1;0;0;0;0;0;0;0;0
тастау;0;1;-1;0;0;0;0;1;0;1;0;0
тасты;0;0;0;1;0;0;0;0;0;0;0;0
тасу;0;0;0;1;0;0;0;0;0;0;0;0
тасымалдау;0;0;0;0;0;0;0;0;0;0;0;1
тасымалдаушы;0;1;-1;0;0;0;0;0;0;0;0;0
тат;0;0;0;1;0;0;0;0;0;0;0;0
татар;0;0;0;1;0;0;0;0;0;0;0;0
татсыз;0;1;-1;0;0;0;0;0;0;0;0;0
тату;1;0;1;0;0;0;0;0;1;0;0;0
татуировкасы;0;0;0;1;0;0;0;0;0;0;0;0
татуласу;1;0;1;0;0;1;0;0;1;0;0;1
татусыз;0;1;-1;0;0;0;0;0;0;0;0;0
тау;0;0;0;0;0;1;0;0;0;0;0;0
тау жыныстары;1;0;1;0;0;0;0;0;0;0;0;1
тауар;0;0;0;1;0;0;0;0;0;0;0;0
тауарлар;1;0;1;0;0;0;0;0;0;0;0;0
тауашалар;0;0;0;1;0;0;0;0;0;0;0;0
тауқымет;0;1;-1;0;0;0;0;1;0;1;0;0
таулы;0;0;0;1;0;0;0;0;0;0;0;0
таулы жер;0;0;0;1;0;0;0;0;0;0;0;0
таулы жерлер;0;0;0;1;0;0;0;0;0;0;0;0
таусылған;0;1;-1;0;0;0;0;0;0;1;0;0
тауық;0;0;0;0;0;0;0;1;0;0;0;0
тауыс;1;0;1;0;0;0;0;0;0;0;0;0
тафета;0;0;0;1;0;0;0;0;0;0;0;0
тахометр;0;0;0;1;0;0;0;0;0;0;0;0
таюшы;0;1;-1;0;0;0;1;0;0;0;0;0
таяқ;1;0;1;0;0;0;0;1;0;0;0;1
таяқсыз;0;1;-1;0;0;0;0;0;0;0;0;0
таяқша;0;0;0;1;0;0;0;0;0;0;0;0
тәбет;0;0;0;1;0;0;0;0;0;0;0;0
тәж;0;0;0;1;0;0;0;0;0;0;0;0
тәж кию;1;0;1;0;0;1;0;0;1;0;1;1
тәжірибе;1;0;1;0;0;1;0;0;0;0;0;0
тәжірибелер;0;0;0;1;0;0;0;0;0;0;0;0
тәжірибелі;1;0;1;0;0;0;0;0;0;0;0;1
тәжірибесіз;0;1;-1;0;0;0;0;0;0;0;0;0
тәжірибесіздік;0;1;-1;0;0;0;0;0;0;0;0;0
тәжірибеші;0;0;0;1;0;0;0;0;0;0;0;0
тәкаппар;0;1;-1;0;1;0;1;0;0;0;0;0
тәлімгер;1;0;1;0;0;0;0;0;0;0;0;1
тән;0;1;-1;0;0;0;0;0;0;0;0;0
тәндік;1;0;1;0;0;0;0;0;0;0;0;0
тәнсіз;0;1;-1;0;0;0;0;0;0;0;0;0
тәпішке;0;0;0;1;0;0;0;0;0;0;0;0
тәрбиелеу;1;0;1;0;1;1;1;1;1;0;0;1
тәрбиелік;1;0;1;0;0;0;0;0;0;0;0;1
тәрбиесіз;0;1;-1;0;0;0;0;0;0;0;0;0
тәрбиеші;1;0;1;0;0;0;0;0;0;0;0;0
тәркі ету;0;1;-1;0;1;0;0;0;0;1;0;0
тәркіленді;0;1;-1;0;0;0;0;0;0;0;0;0
тәркілеу;0;1;-1;0;1;0;0;1;0;1;0;0
тәртіп;0;1;-1;0;0;0;0;1;0;0;0;0
тәртіпсіз;0;1;-1;0;1;0;1;1;0;0;0;0
тәртіпсіздік;0;1;-1;0;0;0;1;0;0;0;0;0
тәсілі;0;0;0;1;0;0;0;0;0;0;0;0
тәте;1;0;1;0;0;0;0;0;0;0;0;1
тәтті;1;0;1;0;0;1;0;0;1;0;1;1
тәтті картоп;0;0;0;1;0;0;0;0;0;0;0;0
тәттілендіргіш;0;0;0;1;0;0;0;0;0;0;0;0
тәттілендірілген;0;0;0;1;0;0;0;0;0;0;0;0
тәттілендіріңіз;0;0;0;1;0;0;0;0;0;0;0;0
тәттілер;1;0;1;0;0;1;0;0;1;0;0;0
тәттілік;1;0;1;0;0;0;0;0;0;0;0;0
тәттім;1;0;1;0;0;0;0;0;0;0;0;0
тәуекел;0;1;-1;0;0;1;0;1;0;0;0;0
тәуекелді;0;1;-1;0;0;1;0;1;0;0;0;0
тәуелді;1;1;0;0;0;1;0;0;0;0;0;1
тәуелділік;1;1;0;0;0;0;0;1;0;1;0;1
тәуелсіз;0;0;0;1;0;0;0;0;0;0;0;0
тәуелсіздік;1;0;1;0;0;1;0;0;1;0;1;1
тәуліктік;0;0;0;1;0;0;0;0;0;0;0;0
театр;0;0;0;1;0;0;0;0;0;0;0;0
тебу;0;1;-1;0;1;0;0;0;0;0;0;0
тег;0;0;0;1;0;0;0;0;0;0;0;0
тегі;0;0;0;1;0;0;0;0;0;0;0;0
тегін;0;0;0;0;0;0;1;0;0;0;0;0
тегіс;1;0;1;0;0;0;0;0;0;0;0;0
тегістеу;0;0;0;1;0;0;0;0;0;0;0;0
тегістеуіш;0;0;0;1;0;0;0;0;0;0;0;0
тегістік;1;0;1;0;0;0;0;0;0;0;0;0
тежелу;0;1;-1;0;0;0;0;0;0;0;0;0
тежеу;0;1;-1;0;1;0;1;1;0;1;0;0
тежеусіз;1;1;0;0;1;1;0;1;0;0;1;0
тез;0;0;0;1;0;0;0;0;0;0;0;0
тез бұзылатын;0;1;-1;0;0;0;0;0;0;0;0;0
тезаурус;0;0;0;1;0;0;0;0;0;0;0;0
тездету;0;0;0;0;0;1;0;0;0;0;0;0
тезек;0;0;0;0;0;0;1;0;0;0;0;0
теистік;0;0;0;1;0;0;0;0;0;0;0;0
текетipеc;0;1;-1;0;1;0;0;0;0;0;0;0
текке кету;0;1;-1;0;0;0;0;0;0;0;0;0
тексерілді;1;0;1;0;0;0;0;0;0;0;0;1
тексерілмеген;0;0;0;0;0;1;0;0;0;0;0;0
тексеру;1;1;0;0;0;0;0;0;0;0;0;1
тексеруші;0;0;0;1;0;0;0;0;0;0;0;0
тексіз;0;1;-1;0;0;0;0;0;0;0;0;0
текстура;0;0;0;1;0;0;0;0;0;0;0;0
текстуралық;0;0;0;1;0;0;0;0;0;0;0;0
тектілік;1;0;1;0;0;1;0;0;0;0;0;1
текше;0;0;0;0;0;0;0;0;0;0;0;1
телеграф;0;0;0;1;0;0;0;0;0;0;0;0
теледидар;0;0;0;1;0;0;0;0;0;0;0;0
телескоп;0;0;0;1;0;0;0;0;0;0;0;0
телескопиялық;0;0;0;1;0;0;0;0;0;0;0;0
телефон;0;0;0;1;0;0;0;0;0;0;0;0
тембр;0;0;0;1;0;0;0;0;0;0;0;0
темекі;0;1;-1;0;0;0;0;0;0;0;0;0
темекі шегу;0;0;0;1;0;0;0;0;0;0;0;0
темекі шегуші;0;1;-1;0;0;0;0;0;0;0;0;0
темір;1;0;1;0;0;0;0;0;0;0;0;1
темір жол;0;1;-1;0;1;1;0;0;0;0;0;0
темір ұстасы;0;0;0;1;0;0;0;0;0;0;0;0
теміржол;0;0;0;1;0;0;0;0;0;0;0;0
темпера;0;0;0;1;0;0;0;0;0;0;0;0
темперамент;0;0;0;1;0;0;0;0;0;0;0;0
температура;0;0;0;1;0;0;0;0;0;0;0;0
тенденция;0;0;0;1;0;0;0;0;0;0;0;0
теннис;0;0;0;1;0;0;0;0;0;0;0;0
тент;0;0;0;1;0;0;0;0;0;0;0;0
тентек;0;1;-1;0;0;0;0;0;0;0;0;0
тентектік;0;1;-1;0;1;0;1;0;0;0;0;0
тең;1;0;1;0;0;0;0;0;0;0;0;1
тең емес;0;1;-1;0;1;0;1;1;0;1;0;0
тең қашықтықта;0;0;0;1;0;0;0;0;0;0;0;0
теңгерім;1;0;1;0;0;0;0;0;0;0;0;0
теңгерімсіз;0;0;0;1;0;0;0;0;0;0;0;0
теңдесі жоқ;1;0;1;0;0;0;0;0;0;0;0;0
теңдессіз;1;0;1;0;0;0;0;0;0;0;0;0
теңдестірілген;1;0;1;0;0;0;0;0;0;0;0;0
теңдеу;0;0;0;1;0;0;0;0;0;0;0;0
теңдік;1;0;1;0;0;0;0;0;1;0;0;1
теңестіру;0;0;0;1;0;0;0;0;0;0;0;0
теңіз;1;0;1;0;0;0;0;0;0;0;0;1
теңіз жағалауы;0;0;0;1;0;0;0;0;0;0;0;0
теңіз порты;0;0;0;1;0;0;0;0;0;0;0;0
теңіз шаяны;0;0;0;1;0;0;0;0;0;0;0;0
теңізге шыға алмайтын;0;0;0;1;0;0;0;0;0;0;0;0
теңізші;0;0;0;1;0;0;0;0;0;0;0;0
теңселу;0;0;0;1;0;0;0;0;0;0;0;0
теңсіз;0;1;-1;0;0;0;0;0;0;0;0;0
теңсіздік;0;1;-1;0;1;0;1;1;0;1;0;0
теократия;0;0;0;1;0;0;0;0;0;0;0;0
теолог;0;0;0;1;0;0;0;0;0;0;0;0
теология;0;0;0;0;0;1;0;0;0;0;0;0
теологиялық;0;0;0;0;0;0;0;0;0;0;0;1
теорема;0;0;0;0;0;0;0;0;0;0;0;1
теория;0;0;0;0;0;1;0;0;0;0;0;1
теориялық;1;0;1;0;0;0;0;0;0;0;0;0
тепе-теңдік;1;0;1;0;0;0;0;0;0;0;0;0
тер;0;0;0;0;0;0;0;1;0;0;0;0
терапевтика;1;0;1;0;0;0;0;0;0;0;0;0
тербеліс;0;1;-1;0;0;0;0;1;0;0;0;0
тербелмелі;0;0;0;1;0;0;0;0;0;0;0;0
тербелу;0;1;-1;0;0;0;0;0;0;0;0;0
тергеу;0;0;0;0;0;1;0;0;0;0;0;0
тергеуші;0;1;-1;0;0;0;0;0;0;0;0;0
терезе;0;0;0;1;0;0;0;0;0;0;0;0
терең;1;0;1;0;0;0;0;0;0;0;0;1
тереңдету;0;0;0;1;0;0;0;0;0;0;0;0
тереңдігі;1;0;1;0;0;0;0;0;0;0;0;1
тері;0;0;0;1;0;0;0;0;0;0;0;0
тері астындағы;0;0;0;1;0;0;0;0;0;0;0;0
терілік;0;0;0;1;0;0;0;0;0;0;0;0
теріңіз;0;0;0;1;0;0;0;0;0;0;0;0
теріс;0;1;-1;0;0;0;0;0;0;1;0;0
теріс қылық;0;1;-1;0;0;0;1;0;0;0;0;0
теріс қылықтар;0;1;-1;0;0;0;1;0;0;0;0;0
теріс мінез-құлық;0;1;-1;0;1;0;1;0;0;0;1;0
теріс пайдалану;0;1;-1;0;1;0;1;1;0;1;0;0
теріске шығару;0;1;-1;0;1;0;0;1;0;0;0;0
терістеу;0;1;-1;0;0;1;0;0;0;0;0;0
терістік;0;1;-1;0;0;0;1;0;0;0;0;0
терлеу;0;0;0;0;0;0;1;0;0;0;0;0
терминал;0;0;0;1;0;0;0;0;0;0;0;0
термиялық;0;0;0;1;0;0;0;0;0;0;0;0
термодинамика;0;0;0;1;0;0;0;0;0;0;0;0
термометр;0;0;0;0;0;0;0;0;0;0;0;1
термопар;0;0;0;0;0;1;0;0;0;0;0;0
термостат;0;0;0;1;0;0;0;0;0;0;0;0
терн;0;0;0;1;0;0;0;0;0;0;0;0
терраса;0;0;0;1;0;0;0;0;0;0;0;0
террор;0;1;-1;0;0;0;0;1;0;0;0;0
терроризм;0;1;-1;0;1;0;1;1;0;1;0;0
террорист;0;1;-1;0;1;0;1;1;0;1;1;0
терсіз;0;1;-1;0;0;0;0;0;0;0;0;0
теру;0;0;0;1;0;0;0;0;0;0;0;0
терьер;0;0;0;1;0;0;0;0;0;0;0;0
тесік;0;0;0;1;0;0;0;0;0;0;0;0
тесу;0;0;0;1;0;0;0;0;0;0;0;0
тетраэдрлік;0;0;0;1;0;0;0;0;0;0;0;0
техник;0;0;0;1;0;0;0;0;0;0;0;0
техникалық;0;0;0;1;0;0;0;0;0;0;0;0
техникалық қызмет көрсету;0;0;0;0;0;0;0;0;0;0;0;1
технология;1;0;1;0;0;0;0;0;0;0;0;0
тигізу;0;1;-1;0;1;0;0;1;0;1;0;0
тизер;0;0;0;1;0;0;0;0;0;0;0;0
тиімді;1;0;1;0;0;0;0;0;0;0;0;1
тиімділігі;1;0;1;0;0;0;0;0;0;0;0;0
тиімсіз;0;1;-1;0;0;0;1;0;0;1;0;0
тиімсіздік;0;1;-1;0;0;0;1;0;0;1;0;0
тиін;0;0;0;1;0;0;0;0;0;0;0;0
тиісті;0;0;0;1;0;0;0;0;0;0;0;0
тикер;0;0;0;1;0;0;0;0;0;0;0;0
тимеген;0;0;0;1;0;0;0;0;0;0;0;0
типография;0;0;0;1;0;0;0;0;0;0;0;0
тиран;0;1;-1;0;1;0;1;1;0;1;0;0
тирания;0;1;-1;0;0;0;0;1;0;1;0;0
тираниялық;0;1;-1;0;1;0;1;1;0;0;0;0
тит;0;0;0;1;0;0;0;0;0;0;0;0
титаникалық;0;0;0;1;0;0;0;0;0;0;0;0
титулдық;0;0;0;1;0;0;0;0;0;0;0;0
титықтау;0;1;-1;0;0;0;0;1;0;0;0;0
тиын;0;0;0;1;0;0;0;0;0;0;0;0
тиынсыз;0;0;0;1;0;0;0;0;0;0;0;0
тиянақсыз;0;1;-1;0;0;0;0;0;0;0;0;0
тігінен;0;0;0;1;0;0;0;0;0;0;0;0
тігінші;0;0;0;1;0;0;0;0;0;0;0;0
тігіншілік;0;0;0;1;0;0;0;0;0;0;0;0
тігіс;0;0;0;1;0;0;0;0;0;0;0;0
тігу;0;0;0;1;0;0;0;0;0;0;0;0
тізбек;0;0;0;1;0;0;0;0;0;0;0;0
тізгіндеу;0;1;-1;0;0;0;0;0;0;0;0;0
тізгінді;0;0;0;1;0;0;0;0;0;0;0;0
тізе;0;1;-1;0;0;0;0;1;0;1;0;0
тізе бүгіңіз;0;0;0;1;0;0;0;0;0;0;0;0
тізерлеу;0;0;0;1;0;0;0;0;0;0;0;0
тізілім;0;0;0;0;0;0;0;0;0;0;0;1
тізім;0;0;0;1;0;0;0;0;0;0;0;0
тік;1;0;1;0;0;0;0;0;0;0;0;1
тікбұрышты;0;0;0;1;0;0;0;0;0;0;0;0
тікелей;0;0;0;1;0;0;0;0;0;0;0;0
тікен;0;1;-1;0;0;0;0;0;0;0;0;0
тікенді;0;1;-1;0;0;0;0;1;0;0;0;0
тікенек;0;1;-1;0;1;0;0;0;0;0;0;0
тікенекті;0;0;0;1;0;0;0;0;0;0;0;0
тіл;0;0;0;1;0;0;0;0;0;0;0;0
тіл білімі;0;0;0;1;0;0;0;0;0;0;0;0
тіл маманы;1;0;1;0;0;0;0;0;0;0;0;1
тілдес;1;0;1;0;0;0;0;0;0;0;0;0
тілдік;0;0;0;1;0;0;0;0;0;0;0;0
тілекші;0;0;0;0;0;1;0;0;0;0;0;0
тілік;0;1;-1;0;0;0;0;1;0;0;0;0
тілім;0;0;0;1;0;0;0;0;0;0;0;0
тілсіз;0;0;0;1;0;0;0;0;0;0;0;0
тілші;0;0;0;1;0;0;0;0;0;0;0;0
тіреген ғимарат;0;0;0;1;0;0;0;0;0;0;0;0
тірек;1;1;0;0;1;0;1;1;0;0;0;1
тірек нүктесі;0;0;0;1;0;0;0;0;0;0;0;0
тірек-сүйенішсіз;0;1;-1;0;0;0;0;0;0;0;0;0
тіректер;0;0;0;1;0;0;0;0;0;0;0;0
тіреуіштер;0;0;0;1;0;0;0;0;0;0;0;0
тірі;1;0;1;0;0;1;0;0;1;0;0;1
тіркелгі деректері;1;0;1;0;0;0;0;0;0;0;0;1
тіркелмеген;0;0;0;1;0;0;0;0;0;0;0;0
тіркелу;0;0;0;0;0;1;0;0;0;0;0;1
тіркеме;1;0;1;0;0;0;0;0;0;0;0;0
тіркеңіз;0;0;0;1;0;0;0;0;0;0;0;0
тіркеу;0;0;0;1;0;0;0;0;0;0;0;0
тіркеуші;0;0;0;1;0;0;0;0;0;0;0;0
тірлік;0;1;-1;0;0;0;0;0;0;0;0;0
тіршілік қаны;1;0;1;0;0;0;0;0;0;0;0;0
тіршіліксіз;0;1;-1;0;0;0;0;0;0;0;0;0
тіршіліксіздік;0;1;-1;0;0;0;0;0;0;1;0;0
тіс;0;0;0;1;0;0;0;0;0;0;0;0
тіс ауруы;0;1;-1;0;0;0;0;1;0;0;0;0
тіссіз;0;0;0;1;0;0;0;0;0;0;0;0
тістелген;0;0;0;1;0;0;0;0;0;0;0;0
тістер;0;0;0;0;0;0;0;1;0;0;0;0
тістері;0;0;0;1;0;0;0;0;0;0;0;0
тістеу;0;1;-1;0;0;0;0;0;0;0;0;0
тістеуік;0;0;0;1;0;0;0;0;0;0;0;0
тісті;0;0;0;1;0;0;0;0;0;0;0;0
тітіркендіргіш;0;1;-1;0;1;0;1;0;0;0;0;0
тітіркену;0;1;-1;0;1;0;1;1;0;1;0;0
тобық;0;0;0;1;0;0;0;0;0;0;0;0
тобыр;0;1;-1;0;1;0;0;1;0;0;0;0
тога;0;0;0;1;0;0;0;0;0;0;0;0
тоға;0;0;0;1;0;0;0;0;0;0;0;0
тоғай;0;0;0;1;0;0;0;0;0;0;0;0
тоған;0;0;0;1;0;0;0;0;0;0;0;0
тоғызыншы;0;0;0;1;0;0;0;0;0;0;0;0
тозақ;0;1;-1;0;1;0;1;1;0;1;0;0
тозған;0;1;-1;0;0;0;1;0;0;1;0;0
тозу;0;0;0;1;0;0;0;0;0;0;0;0
тойғысыз;0;1;-1;0;0;0;0;0;0;0;0;0
тойлау;1;0;1;0;0;1;0;0;1;0;0;0
тойтарма;0;0;0;1;0;0;0;0;0;0;0;0
тойтару;1;1;0;0;0;0;1;0;0;0;0;0
тойтарылған;0;0;0;1;0;0;0;0;0;0;0;0
тойым;0;1;-1;0;0;0;1;0;0;0;0;0
тойымсыз;0;1;-1;0;1;0;0;1;0;1;0;0
ток;0;0;0;1;0;0;0;0;0;0;0;0
токарь;0;0;0;1;0;0;0;0;0;0;0;0
токсин;0;1;-1;0;0;0;0;1;0;0;0;0
тоқаш;0;0;0;1;0;0;0;0;0;0;0;0
тоқмейілсу;0;0;0;1;0;0;0;0;0;0;0;0
тоқсан;0;0;0;1;0;0;0;0;0;0;0;0
тоқта;0;0;0;1;0;0;0;0;0;0;0;0
тоқтата тұру;0;1;-1;0;0;0;0;1;0;0;0;0
тоқтату;0;1;-1;0;0;0;0;0;0;1;0;0
тоқтатылды;0;0;0;1;0;0;0;0;0;0;0;0
тоқтау;0;1;-1;0;1;0;0;1;0;1;0;0
тоқтаусыз;0;0;0;1;0;0;0;0;0;0;0;0
тоқу;0;0;0;1;0;0;0;0;0;0;0;0
тоқылған;0;0;0;1;0;0;0;0;0;0;0;0
тоқыма;0;0;0;1;0;0;0;0;0;0;0;0
тоқырау;0;1;-1;0;0;0;0;0;0;1;0;0
толғандыратын;1;0;1;0;0;1;0;0;1;0;1;0
толқу;1;1;0;0;1;1;0;1;1;1;1;0
толқыған;1;1;0;0;1;1;0;0;1;0;1;1
толқын;0;0;0;0;0;0;0;0;0;0;1;0
толқындар;0;0;0;1;0;0;0;0;0;0;0;0
толқынды;0;0;0;1;0;0;0;0;0;0;0;0
толқып кетті;0;0;0;1;0;0;0;0;0;0;0;0
толтырғыш;0;0;0;1;0;0;0;0;0;0;0;0
толтыру;0;0;0;0;0;0;0;0;0;0;0;1
толы;1;1;0;0;0;0;1;1;0;1;0;0
толығымен;1;0;1;0;0;0;0;0;0;0;0;0
толық;1;0;1;0;0;1;0;0;0;0;0;1
толық емес;0;0;0;1;0;0;0;0;0;0;0;0
толықтық;1;0;1;0;0;0;0;0;0;0;0;0
толықтыру;1;0;1;0;0;1;0;0;1;0;1;1
толықтырушы;1;0;1;0;0;0;0;0;0;0;0;0
толымсыз;0;1;-1;0;0;0;0;0;0;0;0;0
толып жатыр;0;0;0;1;0;0;0;0;0;0;0;0
толып кету;0;1;-1;0;0;0;0;0;0;0;0;0
тон;0;0;0;1;0;0;0;0;0;0;0;0
тонау;0;1;-1;0;1;0;1;1;0;1;1;0
тоник;0;0;0;1;0;0;0;0;0;0;0;0
тонна;0;0;0;1;0;0;0;0;0;0;0;0
тоңазытқыш;0;0;0;1;0;0;0;0;0;0;0;0
тоңазыту;0;0;0;1;0;0;0;0;0;0;0;0
тоңғысыз;0;1;-1;0;0;0;0;0;0;0;0;0
топ;0;0;0;1;0;0;0;0;0;0;0;0
топаз;0;0;0;1;0;0;0;0;0;0;0;0
топан су;0;1;-1;0;0;0;0;1;0;1;1;0
топас;0;1;-1;0;0;0;1;0;0;0;0;0
топография;0;0;0;1;0;0;0;0;0;0;0;0
топографиялық;0;0;0;1;0;0;0;0;0;0;0;0
топса;0;0;0;1;0;0;0;0;0;0;0;0
топтама;0;0;0;1;0;0;0;0;0;0;0;0
топтастыру;0;0;0;1;0;0;0;0;0;0;0;0
топтасу;0;0;0;1;0;0;0;0;0;0;0;0
топшыл;1;0;1;0;0;0;0;0;0;0;0;0
топырақ;0;1;-1;0;0;0;1;0;0;0;0;0
тор;0;1;-1;0;1;0;1;0;0;1;0;0
торлар;0;0;0;1;0;0;0;0;0;0;0;0
торнадо;0;0;0;0;0;0;0;1;0;0;0;0
торт;0;0;0;1;0;0;0;0;0;0;0;0
торығушылық;0;1;-1;0;0;0;0;1;0;1;0;0
торыққан;0;1;-1;0;0;0;0;1;0;0;0;0
тосқауыл;0;1;-1;0;1;0;0;0;0;0;1;0
тосқауыл болу;0;1;-1;0;0;0;0;0;0;0;0;0
тосқауыл қою;0;1;-1;0;0;0;0;0;0;0;1;0
тост;1;0;1;0;0;0;0;0;1;0;0;0
тостаған;0;1;-1;0;0;0;1;1;0;1;0;0
тостағандар;0;0;0;1;0;0;0;0;0;0;0;0
тот;0;1;-1;0;0;0;0;0;0;0;0;0
тот басқан;0;1;-1;0;0;0;0;0;0;0;0;0
тот баспайтын;1;0;1;0;0;0;0;0;0;0;0;0
тотем;0;0;0;1;0;0;0;0;0;0;0;0
тотығу;0;1;-1;0;0;0;0;0;0;0;0;0
